   7.24894E-01   5.38847E-04   1.29182E+00   1.17684E+01   6.02000E+19   1.60900E+03   3.36233E-01   1.76305E+00   1.52937E-04   2.03212E+04   1.00000E+00   7.60382E+00   7.57850E+00   1.60900E+03   6.02000E+13   4.63838E-01
   6.93969E-01   5.38847E-04   2.84685E+00   1.17646E+01   6.02000E+19   1.60900E+03   3.21923E-01   1.76361E+00   4.13411E-04   7.52046E+03   1.00000E+00   7.60461E+00   7.57929E+00   1.60900E+03   6.02000E+13   4.63886E-01
   2.37893E-01   1.61654E-03   1.20551E-02   1.17722E+01   6.01995E+19   1.60900E+03   1.09846E-01   1.76248E+00   4.58147E-08   6.78020E+07   1.00000E+00   7.60303E+00   7.54426E+00   1.60900E+03   6.01995E+13   4.61746E-01
   2.33485E-01   1.61654E-03   3.13000E+00   1.17608E+01   6.01995E+19   1.60900E+03   1.07845E-01   1.76418E+00   1.26703E-03   2.45329E+03   1.00000E+00   7.60539E+00   7.54664E+00   1.60900E+03   6.01995E+13   4.61892E-01
   1.42958E-01   2.69424E-03   4.61455E-03   1.17798E+01   6.01985E+19   1.60890E+03   6.57489E-02   1.76140E+00   1.11483E-08   2.78297E+08   1.00000E+00   7.60154E+00   7.51471E+00   1.60890E+03   6.01985E+13   4.59918E-01
   1.39540E-01   2.69424E-03   3.13705E+00   1.17533E+01   6.01985E+19   1.60890E+03   6.42247E-02   1.76537E+00   2.11089E-03   1.47329E+03   1.00000E+00   7.60705E+00   7.52030E+00   1.60890E+03   6.01985E+13   4.60260E-01
   1.02437E-01   3.77193E-03   3.54920E-03   1.17836E+01   6.01975E+19   1.60885E+03   4.69485E-02   1.76086E+00   9.19939E-09   3.37047E+08   1.00000E+00   7.60080E+00   7.48860E+00   1.60885E+03   6.01975E+13   4.58314E-01
   9.81982E-02   3.77193E-03   3.13805E+00   1.17495E+01   6.01975E+19   1.60885E+03   4.50491E-02   1.76596E+00   2.95400E-03   1.05261E+03   1.00000E+00   7.60787E+00   7.49583E+00   1.60885E+03   6.01975E+13   4.58756E-01
   7.91742E-02   4.84962E-03   2.88525E-03   1.17874E+01   6.01960E+19   1.60875E+03   3.61677E-02   1.76035E+00   7.78796E-09   3.97899E+08   1.00000E+00   7.60009E+00   7.46430E+00   1.60875E+03   6.01960E+13   4.56811E-01
   7.54520E-02   4.84962E-03   3.13870E+00   1.17457E+01   6.01960E+19   1.60875E+03   3.45083E-02   1.76659E+00   3.79641E-03   8.18926E+02   1.00000E+00   7.60874E+00   7.47318E+00   1.60875E+03   6.01960E+13   4.57354E-01
   6.47518E-02   5.92732E-03   2.09985E-03   1.17950E+01   6.01920E+19   1.60855E+03   2.94838E-02   1.75932E+00   5.02332E-09   6.16168E+08   1.00000E+00   7.59868E+00   7.44058E+00   1.60855E+03   6.01920E+13   4.55336E-01
   6.09188E-02   5.92732E-03   3.13945E+00   1.17382E+01   6.01920E+19   1.60855E+03   2.77838E-02   1.76783E+00   4.63811E-03   6.70689E+02   1.00000E+00   7.61048E+00   7.45273E+00   1.60855E+03   6.01920E+13   4.56079E-01
   5.43958E-02   7.00501E-03   1.84795E-03   1.17988E+01   6.01900E+19   1.60845E+03   2.46946E-02   1.75881E+00   4.58085E-09   6.75292E+08   1.00000E+00   7.59797E+00   7.41861E+00   1.60845E+03   6.01900E+13   4.53979E-01
   5.06996E-02   7.00501E-03   3.13970E+00   1.17344E+01   6.01900E+19   1.60845E+03   2.30594E-02   1.76845E+00   5.47910E-03   5.67664E+02   1.00000E+00   7.61135E+00   7.43243E+00   1.60845E+03   6.01900E+13   4.54825E-01
   4.67394E-02   8.08271E-03   1.64970E-03   1.18026E+01   6.01875E+19   1.60835E+03   2.11579E-02   1.75830E+00   4.19678E-09   7.36661E+08   1.00000E+00   7.59727E+00   7.39748E+00   1.60835E+03   6.01875E+13   4.52678E-01
   4.31316E-02   8.08271E-03   3.13990E+00   1.17307E+01   6.01875E+19   1.60835E+03   1.95656E-02   1.76907E+00   6.31939E-03   4.92112E+02   1.00000E+00   7.61222E+00   7.41298E+00   1.60835E+03   6.01875E+13   4.53626E-01
   4.08289E-02   9.16040E-03   1.35750E-03   1.18102E+01   6.01820E+19   1.60800E+03   1.84276E-02   1.75735E+00   3.20870E-09   9.62473E+08   1.00000E+00   7.59597E+00   7.37644E+00   1.60800E+03   6.01820E+13   4.51338E-01
   3.73558E-02   9.16040E-03   3.14020E+00   1.17231E+01   6.01815E+19   1.60800E+03   1.69032E-02   1.77040E+00   7.15897E-03   4.34683E+02   1.00000E+00   7.61408E+00   7.39527E+00   1.60800E+03   6.01815E+13   4.52494E-01
   3.60392E-02   1.02381E-02   1.24675E-03   1.18140E+01   6.01785E+19   1.60785E+03   1.62217E-02   1.75687E+00   3.01364E-09   1.02420E+09   1.00000E+00   7.59531E+00   7.35666E+00   1.60785E+03   6.01785E+13   4.50114E-01
   3.25961E-02   1.02381E-02   3.14035E+00   1.17194E+01   6.01785E+19   1.60780E+03   1.47126E-02   1.77108E+00   7.99785E-03   3.89058E+02   1.00000E+00   7.61503E+00   7.37724E+00   1.60780E+03   6.01785E+13   4.51360E-01
   3.22426E-02   1.13158E-02   1.15250E-03   1.18178E+01   6.01750E+19   1.60770E+03   1.44744E-02   1.75638E+00   2.83564E-09   1.08789E+09   1.00000E+00   7.59464E+00   7.33742E+00   1.60770E+03   6.01750E+13   4.48923E-01
   2.87636E-02   1.13158E-02   3.14040E+00   1.17156E+01   6.01750E+19   1.60760E+03   1.29512E-02   1.77176E+00   8.83604E-03   3.52124E+02   1.00000E+00   7.61598E+00   7.35976E+00   1.60760E+03   6.01750E+13   4.50263E-01
   2.88664E-02   1.23935E-02   1.00073E-03   1.18255E+01   6.01670E+19   1.60720E+03   1.29226E-02   1.75552E+00   2.33277E-09   1.32111E+09   1.00000E+00   7.59346E+00   7.31812E+00   1.60720E+03   6.01670E+13   4.47669E-01
   2.56536E-02   1.23935E-02   3.14055E+00   1.17081E+01   6.01670E+19   1.60720E+03   1.15246E-02   1.77311E+00   9.67352E-03   3.21859E+02   1.00000E+00   7.61789E+00   7.34377E+00   1.60720E+03   6.01670E+13   4.49237E-01
   2.61375E-02   1.34712E-02   9.38665E-04   1.18293E+01   6.01630E+19   1.60700E+03   1.16711E-02   1.75506E+00   2.22245E-09   1.38597E+09   1.00000E+00   7.59284E+00   7.29984E+00   1.60700E+03   6.01630E+13   4.46527E-01
   2.30225E-02   1.34712E-02   3.14060E+00   1.17044E+01   6.01625E+19   1.60695E+03   1.03186E-02   1.77382E+00   1.05103E-02   2.96219E+02   1.00000E+00   7.61889E+00   7.32725E+00   1.60695E+03   6.01625E+13   4.48194E-01
   2.36840E-02   1.45489E-02   8.83735E-04   1.18331E+01   6.01585E+19   1.60675E+03   1.05489E-02   1.75463E+00   2.11947E-09   1.45260E+09   1.00000E+00   7.59225E+00   7.28198E+00   1.60675E+03   6.01585E+13   4.45401E-01
   2.06601E-02   1.45489E-02   3.14065E+00   1.17007E+01   6.01575E+19   1.60670E+03   9.23876E-03   1.77452E+00   1.13464E-02   2.74378E+02   1.00000E+00   7.61988E+00   7.31114E+00   1.60670E+03   6.01575E+13   4.47179E-01
   2.15786E-02   1.56266E-02   7.90830E-04   1.18408E+01   6.01485E+19   1.60625E+03   9.58598E-03   1.75377E+00   1.81604E-09   1.69364E+09   1.00000E+00   7.59107E+00   7.26386E+00   1.60625E+03   6.01485E+13   4.44235E-01
   1.87092E-02   1.56266E-02   3.14070E+00   1.16969E+01   6.01525E+19   1.60645E+03   8.34780E-03   1.77523E+00   1.21818E-02   2.55549E+02   1.00000E+00   7.62088E+00   7.29540E+00   1.60645E+03   6.01525E+13   4.46187E-01
   1.96744E-02   1.67043E-02   7.51195E-04   1.18446E+01   6.01430E+19   1.60595E+03   8.71870E-03   1.75337E+00   1.74486E-09   1.76191E+09   1.00000E+00   7.59052E+00   7.24673E+00   1.60595E+03   6.01430E+13   4.43148E-01
   1.69416E-02   1.67043E-02   3.14080E+00   1.16894E+01   6.01420E+19   1.60585E+03   7.54298E-03   1.77669E+00   1.30165E-02   2.39354E+02   1.00000E+00   7.62296E+00   7.28113E+00   1.60585E+03   6.01420E+13   4.45233E-01
   1.80352E-02   1.77820E-02   7.15260E-04   1.18484E+01   6.01370E+19   1.60565E+03   7.97310E-03   1.75296E+00   1.67749E-09   1.83182E+09   1.00000E+00   7.58997E+00   7.22990E+00   1.60565E+03   6.01370E+13   4.42085E-01
   1.53892E-02   1.77820E-02   3.14085E+00   1.16857E+01   6.01360E+19   1.60555E+03   6.83709E-03   1.77743E+00   1.38505E-02   2.24937E+02   1.00000E+00   7.62400E+00   7.26608E+00   1.60555E+03   6.01360E+13   4.44278E-01
   1.64845E-02   1.88596E-02   6.52590E-04   1.18561E+01   6.01250E+19   1.60495E+03   7.26881E-03   1.75221E+00   1.47532E-09   2.08107E+09   1.00000E+00   7.58895E+00   7.21286E+00   1.60495E+03   6.01250E+13   4.40947E-01
